region_name,latitude,longitude,date,year,month,avg_temperature_c,rainfall_mm,humidity_percent,ndvi,water_body_index,population,mosquito_density,healthcare_access_score,poverty_index,climate_anomaly_score,malaria_cases,malaria_incidence_rate,outbreak_flag
Plateau,5.2031,11.5202,2024-11-01,2024,11,27.33,198.82,71.14,0.631,0.133,1061861,99.03,58.34,55.69,1.5,547,51.51,1
Anambra,11.8321,5.5623,2024-07-01,2024,7,32.39,189.91,72.07,0.571,0.799,2574391,111.47,51.59,55.26,2.07,489,18.99,0
Kaduna,8.4146,13.9498,2018-10-01,2018,10,23.07,66.0,81.9,0.61,0.762,986401,89.06,49.94,55.9,-1.57,479,48.56,0
Sokoto,11.5162,3.3504,2024-01-01,2024,1,29.7,142.74,77.0,0.295,0.565,1869146,110.23,69.62,35.64,0.32,385,20.6,0
Borno,13.3179,4.7516,2023-07-01,2023,7,27.7,89.14,68.42,0.552,0.456,295567,108.75,66.92,58.61,1.23,470,159.02,0
Lagos,12.9464,7.2087,2025-07-01,2025,7,22.72,103.41,73.5,0.496,0.623,341064,107.0,55.32,66.25,-1.2,624,182.96,1
Rivers,10.7611,7.5216,2024-01-01,2024,1,30.94,210.11,83.23,0.455,0.428,450744,108.6,51.22,36.69,1.7,578,128.23,1
Anambra,4.7372,4.6684,2019-06-01,2019,6,27.56,177.63,66.81,0.543,0.638,601992,120.59,75.79,92.13,2.11,717,119.1,1
Rivers,13.6468,12.8281,2024-09-01,2024,9,29.37,283.76,78.67,0.774,0.055,1642642,130.43,90.4,54.6,1.45,537,32.69,1
Akwa Ibom,6.5232,10.8595,2018-07-01,2018,7,29.63,202.07,60.49,0.519,0.391,179574,115.92,72.91,54.2,-0.16,638,355.29,1
Rivers,4.6949,10.0585,2025-08-01,2025,8,24.56,70.3,65.13,0.612,0.275,1872959,95.55,52.66,17.97,0.23,355,18.95,0
Plateau,10.9522,13.1641,2020-08-01,2020,8,27.22,41.95,79.1,0.361,0.286,2873667,101.35,85.42,40.54,-0.39,478,16.63,0
Lagos,13.1295,5.4926,2024-06-01,2024,6,30.69,143.6,76.86,0.576,0.75,395371,112.08,66.81,32.26,-1.48,599,151.5,1
Plateau,8.9418,3.4295,2020-04-01,2020,4,30.06,292.13,80.51,0.193,0.684,2292098,116.63,52.85,49.94,-2.51,656,28.62,1
Benue,6.2488,13.2222,2024-04-01,2024,4,29.43,162.26,70.41,0.325,0.344,187404,85.81,42.78,56.78,0.53,555,296.15,1
Oyo,5.0936,12.7486,2018-05-01,2018,5,27.21,78.69,98.0,0.754,0.286,2999092,107.35,56.64,60.86,0.67,593,19.77,1
Oyo,13.4562,9.13,2019-05-01,2019,5,31.28,162.31,82.08,0.378,0.432,727135,144.98,44.83,47.97,1.08,639,87.88,1
Anambra,8.6694,9.7218,2020-07-01,2020,7,32.36,76.0,70.56,0.762,0.504,2473576,120.87,20.0,82.12,0.63,629,25.43,1
Kebbi,9.8393,10.4318,2024-10-01,2024,10,29.39,91.73,69.89,0.362,0.984,1397870,124.07,82.33,28.39,0.33,546,39.06,1
Anambra,4.3492,10.3923,2022-10-01,2022,10,27.96,140.16,80.47,0.814,0.676,1819156,107.4,45.9,73.65,0.35,536,29.46,1
Cross River,5.9868,12.8622,2018-03-01,2018,3,31.94,135.54,67.89,0.498,0.293,777192,109.04,65.96,39.87,-1.34,409,52.63,0
Sokoto,13.6704,13.0368,2023-05-01,2023,5,28.89,301.85,82.85,0.362,0.631,1484270,129.88,64.88,36.01,-1.84,516,34.76,1
Sokoto,5.8216,9.0192,2023-12-01,2023,12,32.33,236.19,65.42,0.491,0.347,2495897,120.97,48.0,50.03,-0.07,631,25.28,1
Enugu,8.1808,11.712,2020-03-01,2020,3,29.23,150.64,88.93,0.615,0.594,169208,125.02,62.17,39.83,0.08,416,245.85,0
Anambra,13.6131,8.5511,2019-07-01,2019,7,26.33,76.53,82.36,0.427,0.486,2878930,114.61,50.04,23.76,-1.34,534,18.55,1
Akwa Ibom,4.0342,3.4564,2024-11-01,2024,11,25.14,149.75,75.51,0.465,0.475,2868316,96.31,57.1,56.25,0.63,506,17.64,1
Kaduna,10.7481,11.3457,2024-06-01,2024,6,30.77,254.78,79.77,0.603,0.487,2188040,127.84,60.38,74.7,1.08,758,34.64,1
Sokoto,7.0659,5.8766,2023-02-01,2023,2,23.42,143.59,74.9,0.514,0.284,943338,113.22,42.19,36.91,0.03,522,55.34,1
Plateau,10.0201,10.7727,2021-02-01,2021,2,28.5,145.68,78.22,0.813,0.352,2979734,112.36,66.37,77.12,-1.57,612,20.54,1
Lagos,9.4497,3.387,2022-10-01,2022,10,25.88,54.05,81.1,0.656,0.454,1817320,98.74,52.79,41.11,-0.37,619,34.06,1
Sokoto,5.0199,3.4462,2023-11-01,2023,11,26.11,219.82,86.29,0.54,0.737,1099741,110.61,63.07,52.49,-1.42,741,67.38,1
Anambra,6.0431,13.3583,2025-10-01,2025,10,27.72,151.15,78.02,0.495,0.47,1955124,121.13,56.66,62.03,-1.79,663,33.91,1
Cross River,9.8233,8.9419,2023-01-01,2023,1,31.02,86.5,51.42,0.46,0.54,181047,90.98,24.39,22.48,-0.77,394,217.62,0
Kebbi,7.2934,9.7996,2021-10-01,2021,10,32.34,122.36,84.5,0.438,0.592,2623251,109.41,50.08,47.9,-0.35,541,20.62,1
Cross River,13.3911,13.6858,2022-07-01,2022,7,24.03,157.16,80.99,0.739,0.578,192961,93.21,53.43,73.4,-0.91,560,290.21,1
Niger,4.4636,6.7734,2020-12-01,2020,12,25.03,194.41,68.66,0.604,0.885,633078,113.66,38.8,5.0,0.11,407,64.29,0
Lagos,4.963,8.3457,2025-12-01,2025,12,25.64,144.08,77.58,0.779,0.537,791095,122.23,77.24,86.39,-1.54,667,84.31,1
Kano,11.7739,12.823,2021-04-01,2021,4,29.38,134.42,82.86,0.718,0.309,1367721,109.3,63.64,47.88,-0.44,575,42.04,1
Benue,4.3235,4.3924,2022-02-01,2022,2,29.31,249.9,77.28,0.622,0.419,150912,106.67,49.63,32.88,1.75,426,282.28,0
Sokoto,10.9054,8.5344,2022-02-01,2022,2,23.69,253.58,73.72,0.388,0.397,1091438,97.36,59.9,27.23,-0.93,565,51.77,1
Sokoto,5.1948,7.0668,2018-05-01,2018,5,24.87,156.79,71.89,0.479,0.389,2565142,96.55,63.97,68.16,-1.67,469,18.28,0
Borno,13.2998,10.5436,2021-10-01,2021,10,23.92,112.17,81.16,0.27,0.299,2416755,67.92,53.64,31.43,-1.05,275,11.38,0
Oyo,4.6975,10.4054,2020-05-01,2020,5,29.11,94.6,86.53,0.593,0.626,406816,116.09,48.96,25.32,-0.43,450,110.62,0
Akwa Ibom,8.6656,6.407,2021-09-01,2021,9,30.5,155.51,76.66,0.643,0.453,502541,115.17,55.15,26.91,-0.83,415,82.58,0
Anambra,11.7232,3.0377,2023-06-01,2023,6,35.71,155.46,78.82,0.655,0.54,821184,127.4,67.99,57.94,-3.19,645,78.55,1
Oyo,4.2112,11.8451,2018-01-01,2018,1,29.03,224.06,85.36,0.527,0.849,1795513,131.74,42.97,18.25,-1.02,624,34.75,1
Cross River,5.9343,13.8888,2025-03-01,2025,3,27.62,66.0,91.9,0.826,0.544,957905,115.88,75.16,81.43,-0.3,459,47.92,0
Niger,12.757,5.2593,2021-10-01,2021,10,22.64,186.07,47.77,0.784,0.076,1186159,60.73,33.92,44.35,0.63,307,25.88,0
Rivers,4.747,3.2559,2020-07-01,2020,7,33.22,167.57,62.12,0.543,0.596,101317,131.28,49.44,34.95,1.2,465,458.96,0
Plateau,8.8834,10.8946,2023-04-01,2023,4,27.32,263.35,79.28,0.538,0.703,2474373,115.02,63.77,48.15,-0.56,623,25.18,1
Kebbi,4.8027,4.2249,2023-05-01,2023,5,28.56,80.03,82.53,0.604,0.71,550068,95.96,59.61,58.23,0.88,526,95.62,1
Kaduna,9.33,4.0161,2023-12-01,2023,12,29.65,109.38,96.07,0.457,0.451,2948847,120.47,47.9,13.71,0.74,501,16.99,1
Kaduna,7.7599,4.6268,2022-09-01,2022,9,29.03,25.86,77.27,0.532,0.66,1824040,112.13,75.61,41.64,3.2,459,25.16,0
Niger,6.1282,6.9324,2018-01-01,2018,1,23.75,168.68,76.19,0.54,0.551,1391941,96.83,68.81,29.9,-0.53,390,28.02,0
Lagos,10.0483,7.2569,2024-11-01,2024,11,30.65,159.86,76.89,0.52,0.289,69172,105.7,36.67,43.34,1.75,577,834.15,1
Enugu,4.015,5.3517,2022-06-01,2022,6,33.14,158.85,84.52,0.807,0.659,993473,134.82,82.06,43.33,0.29,646,65.02,1
Akwa Ibom,6.019,4.7583,2018-02-01,2018,2,22.86,130.87,62.75,0.472,0.451,2787696,103.59,56.56,58.34,-0.29,546,19.59,1
Enugu,7.3982,12.6032,2021-05-01,2021,5,33.62,90.39,84.54,0.472,0.156,650796,108.26,58.84,33.19,0.66,500,76.83,1
Enugu,7.1165,10.8102,2021-12-01,2021,12,31.6,74.21,70.2,0.563,0.256,1265010,110.35,76.35,40.53,0.82,393,31.07,0
Kaduna,13.6747,12.2433,2021-06-01,2021,6,26.18,235.02,69.26,0.523,0.154,1428714,85.85,60.9,67.02,-2.44,501,35.07,1
Rivers,11.011,7.0714,2019-02-01,2019,2,26.58,56.6,83.53,0.422,0.4,2711027,89.39,50.69,64.57,-0.46,391,14.42,0
Lagos,4.8968,6.9958,2019-01-01,2019,1,28.76,73.42,87.41,0.585,0.406,624634,118.27,54.34,55.82,-2.76,501,80.21,1
Borno,10.7255,10.6632,2019-10-01,2019,10,24.38,231.39,71.08,0.496,0.533,2194226,107.56,73.57,54.2,0.75,517,23.56,1
Niger,8.4249,3.2384,2018-11-01,2018,11,22.34,114.67,78.57,0.63,0.16,1990376,91.53,50.43,41.67,2.84,470,23.61,0
Kano,11.9385,9.0466,2023-01-01,2023,1,29.88,136.77,66.93,0.636,0.48,2063795,118.31,61.33,30.26,3.63,449,21.76,0
Kebbi,7.9184,6.6871,2021-05-01,2021,5,28.73,185.49,82.73,0.399,1.0,2205181,108.54,42.21,54.86,3.15,562,25.49,1
Plateau,12.6674,4.6073,2018-04-01,2018,4,29.13,55.88,84.49,0.834,0.598,1447457,106.28,70.84,36.26,0.72,297,20.52,0
Oyo,10.8417,12.8643,2025-02-01,2025,2,31.8,116.28,85.57,0.371,0.403,1306986,121.07,71.82,28.54,0.74,455,34.81,0
Kebbi,11.5493,6.4992,2025-06-01,2025,6,25.25,84.77,80.56,0.37,0.306,1412015,101.25,42.75,95.0,-2.68,643,45.54,1
Kaduna,9.0264,12.8883,2020-06-01,2020,6,31.71,68.16,69.22,0.687,0.558,2671123,104.27,71.08,37.29,-1.42,430,16.1,0
Cross River,5.7268,5.8544,2021-03-01,2021,3,25.49,307.92,91.38,0.45,0.978,2011762,135.49,87.82,45.76,-0.11,524,26.05,1
Kaduna,4.565,12.6814,2018-04-01,2018,4,30.59,153.29,71.78,0.343,0.541,581888,122.67,75.5,39.76,-2.51,429,73.73,0
Niger,4.4561,4.6408,2022-08-01,2022,8,25.78,190.96,67.19,0.656,0.382,2996869,107.64,46.89,37.68,-0.25,452,15.08,0
Borno,12.7314,12.3919,2023-02-01,2023,2,31.15,170.07,82.39,0.404,0.758,630370,130.03,55.82,30.1,1.58,505,80.11,1
Sokoto,6.4774,4.5804,2018-02-01,2018,2,24.8,105.13,71.94,0.452,0.628,1214340,105.75,52.65,16.8,0.74,390,32.12,0
Sokoto,10.8707,11.1122,2021-12-01,2021,12,30.69,324.56,54.71,0.561,0.541,2113301,114.71,60.46,75.28,1.77,656,31.04,1
Kaduna,8.9482,3.1199,2024-10-01,2024,10,35.3,153.52,83.46,0.626,0.496,133128,124.5,55.19,57.61,0.07,643,482.99,1
Sokoto,12.7934,4.601,2024-03-01,2024,3,32.28,80.62,69.65,0.918,0.564,526966,103.47,61.34,69.86,2.7,553,104.94,1
Benue,4.6961,10.2256,2023-02-01,2023,2,29.6,247.32,66.2,0.382,0.652,2345471,141.7,60.83,18.42,2.19,546,23.28,1
Sokoto,4.6848,4.8776,2023-04-01,2023,4,25.88,102.38,93.16,0.595,0.48,331347,120.41,83.56,42.85,-1.9,475,143.35,0
Cross River,4.057,8.977,2023-04-01,2023,4,21.61,180.97,61.52,0.404,0.303,2876785,80.47,74.37,62.41,-1.11,334,11.61,0
Benue,11.8558,6.6194,2023-09-01,2023,9,30.35,125.34,70.54,0.632,0.629,950009,111.22,45.33,38.11,1.03,487,51.26,0
Cross River,10.1887,5.0325,2018-05-01,2018,5,28.92,78.49,80.45,0.652,0.564,2717357,105.53,62.2,45.4,-0.97,504,18.55,1
Borno,12.3774,13.2819,2024-08-01,2024,8,30.67,51.55,80.32,0.375,0.444,1519740,120.95,33.58,41.78,-1.47,700,46.06,1
Sokoto,11.4122,13.98,2022-06-01,2022,6,28.85,114.31,78.94,0.666,0.824,1621668,124.25,57.55,5.0,-2.1,497,30.65,0
Akwa Ibom,11.5039,11.0966,2022-03-01,2022,3,31.64,220.04,75.76,0.365,0.308,2700800,121.93,65.86,51.81,-2.05,588,21.77,1
Kaduna,13.7208,3.8786,2018-05-01,2018,5,30.82,160.78,78.5,0.491,0.651,1568908,102.98,59.13,63.82,1.19,544,34.67,1
Akwa Ibom,10.7954,5.1519,2020-11-01,2020,11,20.97,161.33,78.86,0.242,0.479,2435098,104.66,44.7,65.81,0.71,475,19.51,0
Kebbi,4.1642,5.7417,2021-08-01,2021,8,30.14,98.51,63.73,0.606,0.363,889638,131.15,62.13,71.89,-1.48,626,70.37,1
Kano,13.5342,3.2262,2019-09-01,2019,9,29.23,150.82,74.19,0.554,0.675,283563,125.66,80.08,71.82,-1.06,507,178.8,1
Niger,8.7383,6.5336,2021-10-01,2021,10,33.77,175.8,73.21,0.465,1.0,2002519,126.72,43.23,62.39,0.79,569,28.41,1
Akwa Ibom,4.8104,10.6033,2024-02-01,2024,2,31.37,73.12,85.17,0.792,0.482,2048045,124.26,56.68,35.76,-2.67,503,24.56,1
Plateau,7.356,7.3904,2021-06-01,2021,6,26.33,160.98,76.83,0.801,0.562,1667962,119.28,55.93,49.44,3.86,511,30.64,1
Kebbi,12.6047,9.3543,2025-06-01,2025,6,29.67,254.29,75.98,0.432,0.589,1224552,124.6,85.34,33.83,-0.06,430,35.11,0
Sokoto,6.8706,8.9822,2023-06-01,2023,6,29.84,64.38,61.96,0.408,0.745,1484650,114.41,77.88,64.78,1.5,510,34.35,1
Cross River,8.5217,10.4368,2021-07-01,2021,7,26.69,91.67,59.99,0.373,0.469,1709489,117.23,52.02,64.09,-0.5,580,33.93,1
Akwa Ibom,11.0474,13.9534,2018-11-01,2018,11,28.01,94.17,67.23,0.601,0.209,2028971,97.78,65.95,72.02,0.0,528,26.02,1
Benue,13.601,4.9232,2024-03-01,2024,3,22.6,40.11,91.18,0.529,0.312,604080,80.81,56.43,54.42,2.3,433,71.68,0
Kano,9.2977,11.3538,2018-02-01,2018,2,24.22,84.33,71.49,0.886,1.0,1527730,127.94,65.33,68.42,0.21,576,37.7,1
Enugu,10.3365,5.0614,2018-06-01,2018,6,27.74,237.23,77.76,0.428,0.549,540744,105.8,88.4,10.8,2.47,459,84.88,0
Rivers,10.3596,3.5191,2023-11-01,2023,11,29.2,241.77,67.31,0.632,0.501,173662,116.39,76.68,49.82,3.31,500,287.92,1
Benue,5.7705,10.6768,2020-11-01,2020,11,30.15,122.32,69.95,0.413,0.284,752654,103.61,65.86,27.83,2.75,513,68.16,1
Plateau,12.3241,9.4283,2020-07-01,2020,7,27.57,151.92,76.79,0.692,0.364,1462249,101.18,38.34,44.13,-2.45,618,42.26,1
Cross River,9.2656,13.657,2020-09-01,2020,9,31.53,208.75,75.22,0.39,0.429,2603596,115.69,60.39,62.17,-0.51,601,23.08,1
Kebbi,13.4946,8.7891,2018-09-01,2018,9,24.03,122.86,67.55,0.601,0.082,2008240,93.97,57.22,50.49,-2.76,501,24.95,1
Oyo,4.1908,9.9753,2023-01-01,2023,1,32.3,107.99,60.36,0.34,0.372,173647,113.18,66.8,38.01,-1.38,514,296.0,1
Oyo,12.7814,10.0061,2024-07-01,2024,7,27.95,158.98,53.75,0.305,0.558,1306849,108.32,68.07,25.87,-1.2,436,33.36,0
Oyo,7.1615,9.0292,2024-04-01,2024,4,30.37,222.91,82.47,0.463,0.361,2099591,127.84,43.6,52.36,0.1,689,32.82,1
Borno,6.2223,8.3886,2019-11-01,2019,11,26.32,148.15,87.12,0.625,0.494,679593,100.25,68.15,32.51,1.35,407,59.89,0
Akwa Ibom,4.9733,7.0201,2020-07-01,2020,7,33.03,37.45,83.51,0.474,0.49,1431824,126.62,26.91,59.43,-2.53,596,41.63,1
Cross River,4.7215,10.8741,2021-04-01,2021,4,30.91,182.07,65.2,0.682,0.28,319217,100.52,76.12,63.78,-1.41,492,154.13,0
Akwa Ibom,5.163,8.4559,2020-06-01,2020,6,23.28,92.18,65.34,0.593,0.407,2309924,86.45,69.63,51.17,-0.52,425,18.4,0
Borno,8.3504,11.0727,2021-09-01,2021,9,29.05,150.14,74.52,0.704,0.69,1898115,115.53,64.06,41.82,3.17,534,28.13,1
Kebbi,6.3102,12.8185,2020-06-01,2020,6,27.02,91.66,78.44,0.396,0.319,2559023,93.49,66.69,50.39,1.08,426,16.65,0
Borno,7.8963,7.8246,2023-01-01,2023,1,21.56,66.65,74.9,0.406,0.724,754113,88.51,49.48,31.95,1.75,439,58.21,0
Kaduna,8.6039,9.326,2019-07-01,2019,7,31.64,54.22,62.15,0.515,0.314,1943340,110.48,41.53,44.96,0.48,408,20.99,0
Plateau,9.0782,10.8416,2022-05-01,2022,5,23.09,46.61,53.07,0.621,0.377,1653045,90.2,69.48,72.99,-1.84,443,26.8,0
Enugu,9.9674,7.3425,2023-06-01,2023,6,29.59,80.09,73.18,0.651,0.066,620406,99.32,77.81,45.84,0.48,445,71.73,0
Akwa Ibom,8.7607,7.292,2018-11-01,2018,11,23.13,124.6,65.71,0.589,0.638,2197422,95.83,59.63,14.35,-1.73,309,14.06,0
Niger,8.268,11.8507,2018-03-01,2018,3,29.92,169.08,68.04,0.587,0.65,1370152,114.88,59.62,74.84,0.71,665,48.53,1
Cross River,10.9946,5.3937,2021-08-01,2021,8,32.22,214.34,79.98,0.447,0.355,1070439,125.54,44.5,29.18,-0.0,477,44.56,0
Anambra,8.8522,6.8766,2022-11-01,2022,11,26.93,61.94,66.23,0.586,0.689,302867,87.59,67.34,76.09,-0.93,375,123.82,0
Borno,4.4155,4.0226,2022-02-01,2022,2,22.74,88.16,51.52,0.804,0.32,2885682,82.31,70.13,95.0,-0.99,522,18.09,1
Lagos,10.7149,7.3051,2023-12-01,2023,12,32.72,235.22,78.71,0.541,0.053,2755765,118.74,49.48,63.01,0.12,522,18.94,1
Niger,4.3142,8.688,2021-04-01,2021,4,25.57,85.66,95.67,0.634,0.734,835098,115.11,80.54,37.5,-0.23,430,51.49,0
Rivers,13.1165,13.0459,2024-04-01,2024,4,26.81,209.22,67.62,0.604,0.867,2286968,117.37,64.54,52.94,2.23,506,22.13,1
Niger,4.6531,3.6354,2019-07-01,2019,7,22.16,116.03,74.13,0.95,0.313,1270923,88.04,67.16,51.47,-3.16,481,37.85,0
Sokoto,8.7207,4.2739,2019-10-01,2019,10,26.91,138.72,84.19,0.497,0.752,1646309,115.73,41.28,80.8,0.51,663,40.27,1
Rivers,11.745,9.0525,2024-07-01,2024,7,29.44,240.13,90.81,0.496,0.271,2827978,123.91,90.17,34.29,-2.14,431,15.24,0
Kebbi,5.475,8.0844,2024-04-01,2024,4,25.97,68.87,62.84,0.543,0.142,1344553,64.12,82.11,58.45,0.84,365,27.15,0
Benue,11.4321,11.6316,2021-08-01,2021,8,22.87,318.96,82.94,0.691,0.593,1922882,133.09,60.78,70.4,-1.12,656,34.12,1
Kano,6.1947,11.3997,2024-08-01,2024,8,28.24,155.22,77.43,0.713,0.475,572529,107.73,69.61,60.23,2.42,483,84.36,0
Akwa Ibom,7.7172,3.5449,2025-09-01,2025,9,29.6,105.4,63.26,0.714,0.207,405465,118.89,80.47,43.85,0.1,344,84.84,0
Kano,11.8249,6.4339,2025-05-01,2025,5,30.57,206.19,73.82,0.652,0.642,81143,127.25,54.81,7.86,-0.52,553,681.51,1
Lagos,5.092,6.9109,2021-10-01,2021,10,28.37,95.25,64.52,0.533,0.528,586968,95.42,62.33,52.9,0.51,484,82.46,0
Plateau,7.8942,12.2391,2018-07-01,2018,7,29.88,80.93,82.71,0.623,0.705,1734127,107.75,37.19,37.23,-0.15,467,26.93,0
Lagos,9.477,9.3429,2020-12-01,2020,12,27.17,126.38,81.87,0.477,0.398,1911798,94.82,79.93,26.02,1.23,458,23.96,0
Plateau,9.4449,5.3252,2019-07-01,2019,7,29.4,24.52,67.25,0.485,0.522,2819376,114.9,58.04,63.83,-0.82,533,18.9,1
Kebbi,4.7326,6.345,2020-11-01,2020,11,29.36,194.04,75.95,0.449,0.482,1788947,116.6,70.03,41.47,-0.73,493,27.56,0
Kano,4.8018,10.6312,2023-06-01,2023,6,29.03,155.27,88.44,0.69,0.384,2694314,123.77,69.63,60.88,0.37,571,21.19,1
Akwa Ibom,11.6946,7.9119,2020-05-01,2020,5,22.47,192.78,87.48,0.602,0.091,1396690,99.17,62.13,61.75,0.81,514,36.8,1
Sokoto,5.052,10.1587,2022-09-01,2022,9,32.86,79.66,80.39,0.825,0.449,2304361,105.2,87.05,27.29,-1.93,394,17.1,0
Kaduna,8.0848,4.9061,2021-07-01,2021,7,35.43,173.89,61.88,0.46,0.489,1086248,126.16,65.52,50.57,-0.35,527,48.52,1
Anambra,7.7074,10.7439,2024-03-01,2024,3,30.01,91.64,83.94,0.376,0.465,156501,135.71,67.49,44.69,0.9,497,317.57,0
Rivers,10.1671,6.7187,2025-11-01,2025,11,25.33,116.81,66.64,0.729,0.138,1873736,94.11,57.96,53.75,-0.46,537,28.66,1
Lagos,9.4506,8.4439,2022-04-01,2022,4,27.27,124.62,70.0,0.743,0.832,904543,118.88,71.84,33.74,0.06,499,55.17,0
Sokoto,9.2818,3.1346,2022-01-01,2022,1,28.59,164.25,58.29,0.669,0.425,1188464,106.03,69.62,36.01,2.51,477,40.14,0
Lagos,4.2825,7.81,2025-03-01,2025,3,28.17,172.14,79.22,0.368,0.616,2085118,94.06,74.85,46.78,0.27,517,24.79,1
Niger,7.5487,9.3728,2022-12-01,2022,12,30.01,194.36,68.9,0.626,0.287,822936,106.46,53.0,37.8,-1.07,521,63.31,1
Oyo,7.2303,8.9326,2024-02-01,2024,2,30.96,76.35,82.03,0.753,0.585,879782,127.3,77.28,57.22,-2.79,582,66.15,1
Oyo,10.8296,11.7356,2020-02-01,2020,2,27.55,190.14,82.13,0.579,0.369,2396161,111.58,30.61,58.76,-0.18,517,21.58,1
Borno,5.8981,4.4967,2023-11-01,2023,11,27.56,147.0,72.88,0.498,0.907,1450678,121.85,60.94,49.49,3.14,629,43.36,1
Anambra,9.3475,5.96,2024-11-01,2024,11,29.1,73.02,69.54,0.408,0.805,935574,118.7,38.7,41.9,-0.75,463,49.49,0
Niger,8.2835,8.1376,2024-06-01,2024,6,21.73,237.78,65.93,0.253,0.891,2502024,113.07,79.83,60.54,0.42,496,19.82,0
Kebbi,4.2463,4.4326,2023-08-01,2023,8,29.78,176.35,89.61,0.587,0.441,760292,95.52,65.45,50.87,-1.65,581,76.42,1
Oyo,9.0241,12.6832,2018-01-01,2018,1,23.02,146.14,63.25,0.616,0.323,1156278,111.58,70.51,24.6,-0.92,471,40.73,0
Benue,5.7959,6.1879,2024-01-01,2024,1,27.35,110.91,79.18,0.532,0.375,1779558,112.14,64.81,48.04,-0.33,544,30.57,1
Enugu,7.6579,10.0338,2020-04-01,2020,4,27.46,122.99,72.61,0.509,0.583,400255,97.31,52.64,67.67,-1.73,615,153.65,1
Sokoto,9.0423,10.9269,2022-04-01,2022,4,26.98,135.67,76.17,0.791,0.607,2455980,113.99,79.07,16.68,0.38,457,18.61,0
Kebbi,9.7572,7.994,2018-11-01,2018,11,34.03,97.08,54.98,0.635,0.634,957089,147.86,64.27,51.48,-1.36,572,59.76,1
Kano,4.1494,8.9603,2019-08-01,2019,8,28.48,170.51,73.97,0.457,0.391,2565791,117.9,52.79,21.89,-2.41,396,15.43,0
Enugu,4.1551,6.2957,2018-03-01,2018,3,29.6,94.96,82.63,0.657,0.634,2545908,114.91,64.94,46.96,-0.28,595,23.37,1
Enugu,8.3868,13.6324,2022-02-01,2022,2,28.21,116.86,81.42,0.624,0.494,1099474,115.76,80.93,41.34,-1.28,511,46.48,1
Enugu,13.7463,6.2831,2021-12-01,2021,12,25.09,370.1,60.09,0.494,0.375,520509,91.92,51.72,19.39,2.5,410,78.77,0
Lagos,5.2769,6.3618,2022-03-01,2022,3,30.73,287.12,92.47,0.402,0.533,1054921,116.01,45.95,46.82,0.17,731,69.29,1
Sokoto,8.0548,13.7658,2025-04-01,2025,4,28.87,141.94,81.95,0.574,0.689,962368,122.88,75.33,20.47,1.36,480,49.88,0
Akwa Ibom,8.8952,12.598,2024-12-01,2024,12,29.35,115.28,61.09,0.657,0.417,2401995,96.08,53.16,23.97,-0.7,266,11.07,0
Enugu,8.1618,4.3045,2023-01-01,2023,1,27.28,75.34,98.0,0.319,0.643,2286343,101.65,51.89,67.21,0.62,512,22.39,1
Oyo,11.0818,4.5373,2024-08-01,2024,8,23.31,296.3,53.16,0.621,0.295,2608809,95.11,69.31,5.0,2.97,408,15.64,0
Enugu,6.0131,10.5937,2021-08-01,2021,8,25.0,223.53,61.91,0.582,0.25,2636516,85.19,64.58,18.36,0.4,404,15.32,0
Kano,13.7686,4.6266,2021-05-01,2021,5,28.15,141.01,76.82,0.412,0.102,2268844,98.76,61.61,25.33,-0.19,453,19.97,0
Enugu,13.2976,3.3332,2024-04-01,2024,4,27.07,109.55,80.21,0.478,0.795,618488,116.99,55.05,72.38,3.8,610,98.63,1
Sokoto,10.4957,9.9997,2022-03-01,2022,3,32.88,329.16,86.15,0.692,0.438,594572,130.75,41.3,31.25,1.07,650,109.32,1
Lagos,10.1737,4.2272,2022-10-01,2022,10,23.87,130.11,88.0,0.628,0.594,2763319,101.86,51.28,77.94,-0.45,522,18.89,1
Anambra,11.8287,10.0885,2022-06-01,2022,6,29.24,42.81,82.43,0.316,0.637,1689529,116.15,59.87,28.25,1.7,510,30.19,1
Kebbi,8.5841,13.2939,2019-08-01,2019,8,31.57,67.78,59.77,0.345,0.56,1500412,123.07,40.06,52.43,1.4,596,39.72,1
Benue,13.2823,7.3963,2023-10-01,2023,10,26.53,206.93,75.03,0.486,0.442,2354845,100.18,41.45,27.97,-1.79,476,20.21,0
Kaduna,12.7535,6.3611,2020-02-01,2020,2,28.55,57.26,85.82,0.453,0.174,469647,105.0,51.58,47.49,-1.53,538,114.55,1
Plateau,6.6564,9.1413,2024-05-01,2024,5,27.11,202.07,58.8,0.772,0.438,2831494,98.53,34.5,55.13,-1.3,527,18.61,1
Rivers,8.8785,11.8495,2021-11-01,2021,11,29.28,157.82,67.62,0.31,0.581,1755490,106.13,70.98,22.69,-2.59,385,21.93,0
Kano,10.729,11.4908,2021-05-01,2021,5,28.72,106.44,89.43,0.381,0.657,2159457,137.7,58.78,55.28,1.31,604,27.97,1
Plateau,11.8176,11.7053,2019-06-01,2019,6,28.54,75.93,88.13,0.391,0.472,2131471,101.81,58.12,9.98,1.48,310,14.54,0
Kano,10.8652,3.9404,2018-09-01,2018,9,30.55,112.1,64.96,0.589,0.308,2497738,125.91,49.32,33.75,-1.42,466,18.66,0
Anambra,7.0341,7.9469,2019-10-01,2019,10,26.96,65.99,58.85,0.809,0.028,1212110,113.01,68.25,41.27,0.28,543,44.8,1
